dateTime,price
2021-12-09 16:34:57.544,4213.834227973433
2021-12-09 16:37:49.648,4218.95264983161
2021-12-09 16:43:41.290,4232.09884103753
2021-12-09 16:49:48.055,4229.918146478583
2021-12-09 16:52:37.411,4232.1467086460925
2021-12-09 16:58:07.478,4232.524177464916
2021-12-09 17:04:37.579,4228.771994205288
2021-12-09 17:08:11.653,4223.437971509614
2021-12-09 17:13:31.398,4223.356203084881
2021-12-09 17:19:47.848,4227.631450297454
2021-12-09 17:23:15.601,4227.090141644236
2021-12-09 17:28:11.568,4228.398424685506
2021-12-09 17:34:15.163,4223.378378292418
2021-12-09 17:37:41.064,4219.920880132573
2021-12-09 17:43:37.178,4211.705025775541
2021-12-09 17:48:31.991,4200.658951537155
2021-12-09 17:54:28.208,4197.306430198226
2021-12-09 17:59:57.543,4189.212380585404
2021-12-09 18:03:02.092,4179.007245049968
2021-12-09 18:08:53.272,4172.3503163203295
2021-12-09 18:14:59.586,4169.010058629243
2021-12-09 18:20:06.015,4165.787281680788
2021-12-09 18:23:04.040,4164.303693186618
2021-12-09 18:29:10.691,4149.600700230363
2021-12-09 18:32:35.748,4148.545355760165
2021-12-09 18:38:08.178,4126.747335889448
2021-12-09 18:43:20.751,4097.859699386595
2021-12-09 18:49:41.864,4103.367219692151
2021-12-09 18:52:46.386,4102.530001833074
2021-12-09 18:58:02.221,4112.593249120629
2021-12-09 19:00:36.227,4124.275858896404
2021-12-09 19:08:50.333,4131.635734333141
2021-12-09 19:14:35.715,4143.120955143444
2021-12-09 19:20:22.419,4142.996606893615
2021-12-09 19:24:04.349,4143.190250172417
2021-12-09 19:29:25.063,4145.954435075391
2021-12-09 19:32:04.468,4147.815931677539
2021-12-09 19:39:21.996,4156.993608866263
2021-12-09 19:43:04.923,4162.518670545819
2021-12-09 19:48:07.622,4154.0196388126205
2021-12-09 19:53:56.613,4154.457645515262
2021-12-09 20:00:03.743,4137.821985836149
2021-12-09 20:02:51.424,4136.039156876394
2021-12-09 20:08:49.384,4126.118608332441
2021-12-09 20:12:16.856,4119.358916874944
2021-12-09 20:19:10.014,4107.202500904603
2021-12-09 20:24:54.050,4105.870733288214
2021-12-09 20:28:45.322,4102.732296074519
2021-12-09 20:32:09.586,4106.773060034115
2021-12-09 20:38:25.019,4102.528786690392
2021-12-09 20:44:16.487,4100.73237438005
2021-12-09 20:47:15.334,4089.6904107215196
2021-12-09 20:53:17.510,4097.870207927573
2021-12-09 20:57:45.652,4101.947641663634
2021-12-09 21:00:48.325,4109.580055292247
2021-12-09 21:08:38.544,4124.977592813949
2021-12-09 21:13:35.720,4142.836818415751
2021-12-09 21:18:57.522,4143.009055950093
2021-12-09 21:24:53.819,4148.305272907912
2021-12-09 21:29:57.236,4149.312865832442
2021-12-09 21:32:28.024,4152.558708750554
2021-12-09 21:38:56.020,4153.960481169379
2021-12-09 21:45:01.866,4157.69660290629
2021-12-09 21:49:39.214,4161.618193498297
2021-12-09 21:52:29.411,4162.908856040084
2021-12-09 21:58:20.450,4179.102210397818
