dateTime,price
2021-12-09 23:29:40.368,4192.604797775499
2021-12-09 23:32:35.153,4191.819576125642
2021-12-09 23:39:29.262,4182.522056219873
2021-12-09 23:44:43.877,4176.027745407418
2021-12-09 23:49:34.506,4169.750138108971
2021-12-09 23:53:08.115,4156.036692429543
2021-12-09 23:57:51.515,4153.333310724186
2021-12-10 00:03:10.520,4135.853806814018
2021-12-10 00:09:57.481,4131.888283898925
2021-12-10 00:13:05.206,4135.65288114859
2021-12-10 00:18:53.707,4134.6197860645725
2021-12-10 00:25:04.909,4136.395572915944
2021-12-10 00:28:42.328,4139.174677962632
2021-12-10 00:35:15.811,4165.333232599491
2021-12-10 00:38:34.444,4196.701616380117
2021-12-10 00:41:30.560,4188.106197569264
2021-12-10 00:48:47.831,4177.246450584559
2021-12-10 00:54:37.218,4156.36639264001
2021-12-10 00:57:25.284,4135.875312007104
2021-12-10 01:03:15.019,4110.9673809099795
2021-12-10 01:09:35.056,4114.619419959775
2021-12-10 01:12:26.455,4122.529045245966
2021-12-10 01:18:51.793,4144.4225926136405
2021-12-10 01:22:40.248,4161.089174429163
2021-12-10 01:28:00.482,4161.57074130248
2021-12-10 01:33:46.290,4167.064486565059
2021-12-10 01:39:47.245,4168.988262052426
2021-12-10 01:44:45.796,4173.807673437682
2021-12-10 01:49:55.882,4167.553756251067
2021-12-10 01:53:10.831,4167.66298841507
2021-12-10 01:58:38.941,4168.80090058895
2021-12-10 02:03:51.610,4166.526532528622
2021-12-10 02:10:09.313,4162.44505098595
2021-12-10 02:13:04.123,4159.401943528063
2021-12-10 02:18:15.847,4159.633322309039
2021-12-10 02:23:59.522,4164.27837722567
2021-12-10 02:30:09.510,4172.075271148341
2021-12-10 02:33:06.447,4171.981688664027
2021-12-10 02:38:46.246,4177.282593305493
2021-12-10 02:44:53.414,4178.417458764768
2021-12-10 02:49:39.381,4182.475117991074
2021-12-10 02:54:21.230,4178.619407753903
2021-12-10 02:59:49.841,4176.349373366103
2021-12-10 03:03:52.904,4176.1155489785315
2021-12-10 03:09:47.737,4168.865108443503
2021-12-10 03:12:42.477,4165.1228381055
2021-12-10 03:19:05.699,4159.1121394310685
2021-12-10 03:24:18.385,4155.24487624425
2021-12-10 03:29:04.012,4155.677014715931
2021-12-10 03:35:11.223,4148.575777798372
2021-12-10 03:38:40.668,4148.114702776941
2021-12-10 03:43:27.897,4143.536449948325
2021-12-10 03:48:30.385,4141.868814620343
2021-12-10 03:54:46.087,4145.687841613215
2021-12-10 03:59:11.421,4147.535293911755
2021-12-10 04:05:04.784,4154.028408330175
2021-12-10 04:08:25.203,4151.006392805672
2021-12-10 04:14:21.090,4148.771697850799
